Das	O
Feldhuhn	B-Tier
Viel	O
zu	O
lange	O
hält	O
der	O
Winter	O
in	O
diesem	O
Jahre	O
an	O
.	O
Am	O
ersten	O
November	O
trat	O
er	O
die	O
Herrschaft	O
an	O
und	O
hielt	O
das	O
Zepter	O
in	O
harten	O
Händen	O
.	O
Unerbittlich	O
war	O
er	O
;	O
kaum	O
einmal	O
erlaubte	O
er	O
der	O
Sonne	O
,	O
die	O
Schneedecke	O
von	O
dem	O
Felde	B-Lebensraum
fortzunehmen	O
,	O
und	O
wenn	O
es	O
geschah	O
,	O
dann	O
blies	O
der	O
Frostwind	O
den	O
nächsten	O
Tag	O
,	O
und	O
eine	O
Eiskruste	O
bildete	O
sich	O
auf	O
dem	O
Acker	B-Lebensraum
.	O
Erbärmlich	O
ging	O
es	O
den	O
beiden	O
Völkern	B-Tier
Feldhühner	I-Tier
,	O
die	O
im	O
Herbste	O
übriggeblieben	O
waren	O
.	O
Das	O
eine	O
war	O
stark	O
beschossen	O
worden	O
;	O
zwölf	O
Stück	O
zählte	O
es	O
,	O
mit	O
der	O
Hälfte	O
ging	O
es	O
in	O
den	O
Winter	O
.	O
Ein	O
halbes	O
Dutzend	O
Gelthühner	B-Tier
,	O
denen	O
im	O
Mai	O
die	O
Gelege	B-Tier
ausgemäht	O
waren	O
,	O
schlug	O
sich	O
dazu	O
und	O
wurde	O
nach	O
mancher	O
Beißerei	O
endlich	O
in	O
das	O
Volk	B-Tier
aufgenommen	O
,	O
aber	O
jetzt	O
zählt	O
das	O
Volk	B-Tier
nur	O
noch	O
fünf	O
Stück	B-Tier
,	O
und	O
die	O
meisten	O
davon	O
sind	O
Althühner	B-Tier
;	O
die	O
jährigen	O
Hühner	B-Tier
sind	O
bis	O
auf	O
einen	O
jungen	O
Hahn	B-Tier
verschwunden	O
.	O
Denn	O
zu	O
bitter	O
war	O
der	O
Winter	O
und	O
zu	O
lang	O
.	O
Wochenlang	O
war	O
die	O
Schneedecke	O
so	O
hoch	O
und	O
so	O
hart	O
ihre	O
Kruste	O
,	O
daß	O
kein	O
Scharren	O
und	O
Picken	O
half	O
.	O
An	O
den	O
Hecken	TRUE
und	O
an	O
den	O
Rainen	O
,	O
wo	O
ein	O
Halm	B-Pflanze
und	O
ein	O
Stengel	B-Pflanze
den	O
Schnee	O
durchbrach	O
,	O
suchten	O
die	O
Hühner	B-Tier
halbverhungert	O
nach	O
Samenkörnchen	B-Pflanze
im	O
Schnee	O
oder	O
pickten	O
springend	O
und	O
flatternd	O
die	O
Früchte	B-Pflanze
von	O
den	O
Rispen	B-Pflanze
,	O
mit	O
den	O
Spatzen	B-Tier
,	O
Haubenlerchen	B-Tier
und	O
Goldammern	B-Tier
lungerten	O
sie	O
auf	O
der	O
Landstraße	O
,	O
den	O
Pferdemist	O
durchstöbernd	O
,	O
in	O
der	O
Morgendämmerung	O
strichen	O
sie	O
bis	O
vor	O
die	O
Scheunen	O
,	O
wo	O
der	O
Ausputz	O
lag	O
,	O
der	O
vom	O
Dreschen	O
übrigblieb	O
,	O
und	O
krochen	O
am	O
hellichten	O
Tag	O
mitten	O
in	O
den	O
Gärten	B-Lebensraum
des	O
Dorfes	O
umher	O
.	O
Eine	O
Junghenne	B-Tier
,	O
die	O
vor	O
Hunger	O
so	O
schwach	O
war	O
,	O
daß	O
sie	O
die	O
Flügel	B-Tier
nicht	O
mehr	O
trugen	O
,	O
riß	O
der	O
Fuchs	B-Tier
über	O
Nacht	O
;	O
eine	O
andere	O
,	O
deren	O
Schwingen	B-Tier
Glatteis	O
verklebt	O
hatte	O
,	O
griff	O
ein	O
halbverhungerter	O
Bussard	B-Tier
,	O
ihr	O
den	O
Hungertod	O
ersparend	O
.	O
Einen	O
Junghahn	B-Tier
packte	O
im	O
Bauerngarten	B-Lebensraum
die	O
Katze	B-Tier
,	O
als	O
er	O
,	O
vor	O
Hunger	O
und	O
Schwäche	O
blind	O
,	O
gegen	O
das	O
Backhaus	O
anstrich	O
und	O
matt	O
in	O
den	O
Schnee	O
flatterte	O
.	O
Ein	O
anderer	O
fror	O
fest	O
und	O
wurde	O
von	O
den	O
Krähen	B-Tier
totgehackt	O
.	O
Eine	O
Henne	B-Tier
blieb	O
unter	O
den	O
Zähnen	B-Tier
des	O
Hermelins	B-Tier
,	O
einen	O
Hahn	B-Tier
nahm	O
der	O
Iltis	B-Tier
mit	O
,	O
und	O
den	O
siebenten	O
griff	O
der	O
Sperber	B-Tier
.	O
Nicht	O
besser	O
ging	O
es	O
dem	O
starken	O
Volke	B-Tier
;	O
mit	O
dreiundzwanzig	O
Köpfen	B-Tier
ging	O
es	O
in	O
den	O
Winter	O
;	O
zwölf	O
Stück	B-Tier
bestanden	O
ihn	O
.	O
Eine	O
jammervolle	O
Zeit	O
war	O
es	O
.	O
Hungrig	O
strichen	O
die	O
Hühner	B-Tier
hin	O
und	O
her	O
;	O
wo	O
sich	O
im	O
Schnee	O
ein	O
dunkler	O
Fleck	O
zeigte	O
,	O
wo	O
der	O
Wind	O
einen	O
Fußbreit	O
Boden	O
blankgefegt	O
hatte	O
,	O
fielen	O
sie	O
ein	O
und	O
füllten	O
ihre	O
Mägen	B-Tier
mit	O
dürren	O
Grase	B-Pflanze
und	O
welken	O
Wurzeln	B-Pflanze
.	O
Den	O
Mist	O
,	O
den	O
der	O
Bauer	O
auf	O
das	O
Land	B-Lebensraum
fuhr	O
,	O
suchten	O
sie	O
ab	O
,	O
so	O
schlecht	O
ging	O
es	O
ihnen	O
,	O
auf	O
dem	O
Teiche	B-Lebensraum
pickten	O
sie	O
an	O
den	O
eingefrorenen	O
Fischen	B-Tier
und	O
am	O
Luderplatze	O
an	O
dem	O
beinhart	O
gefrorenen	O
Pferdekadaver	B-Tier
herum	O
,	O
als	O
wenn	O
sie	O
Krähen	B-Tier
wären	O
.	O
Aber	O
am	O
schlimmsten	O
war	O
es	O
,	O
wenn	O
die	O
Sonne	O
eine	O
Woche	O
lang	O
nicht	O
zu	O
sehen	O
war	O
,	O
Tag	O
für	O
Tag	O
der	O
Wind	O
heulte	O
und	O
den	O
Schnee	O
über	O
die	O
Felder	B-Lebensraum
blies	O
,	O
auch	O
die	O
letzten	O
Unkrautstengel	B-Pflanze
und	O
Grashalme	B-Pflanze
begrabend	O
.	O
Drei	O
Tage	O
lang	O
lagen	O
die	O
Hühner	B-Tier
dann	O
,	O
dicht	O
aneinandergedrängt	O
,	O
unter	O
dem	O
Schnee	O
,	O
und	O
verschnaufte	O
der	O
Wind	O
,	O
dann	O
konnten	O
sie	O
hin	O
und	O
her	O
streichen	O
,	O
soviel	O
sie	O
wollten	O
,	O
ohne	O
etwas	O
zu	O
finden	O
,	O
das	O
nicht	O
weiß	O
war	O
,	O
als	O
den	O
Pferdemist	O
auf	O
der	O
Landstraße	O
.	O
Als	O
dann	O
im	O
Hornung	O
die	O
Sonne	O
mehr	O
Gewalt	O
bekam	O
,	O
wurde	O
es	O
auch	O
noch	O
nicht	O
besser	O
;	O
wochenlang	O
pfiff	O
der	O
Wind	O
von	O
Morgen	O
und	O
litt	O
es	O
nicht	O
,	O
daß	O
die	O
Sonne	O
den	O
Schnee	O
auftaute	O
.	O
Wären	O
die	O
Hasen	B-Tier
nicht	O
gewesen	O
,	O
die	O
hier	O
und	O
da	O
gescharrt	O
hatten	O
,	O
so	O
daß	O
die	O
Hühner	B-Tier
an	O
die	O
Saat	B-Pflanze
konnten	O
,	O
und	O
in	O
deren	O
Lagern	O
sie	O
sich	O
zusammendrängten	O
und	O
vor	O
dem	O
Winden	O
schützten	O
,	O
keins	O
von	O
ihnen	O
wäre	O
durch	O
den	O
Winter	O
gekommen	O
.	O
Erst	O
spät	O
im	O
Frühjahr	O
fing	O
es	O
langsam	O
an	O
umzuschlagen	O
.	O
Auf	O
den	O
hohen	O
Äckern	B-Lebensraum
ging	O
der	O
Schnee	O
fort	O
.	O
Die	O
Saat	B-Pflanze
