Heidi	O
s	O
Lehr	O
-	O
und	O
Wanderjahre	O
Capitel	O
I.	O
Zum	O
Alm	Lebensraum
-	O
Oehi	O
hinauf	O
.	O
Vom	O
freundlichen	O
Dorfe	O
Mayenfeld	O
führt	O
ein	O
Fußweg	O
durch	O
grüne	O
,	O
baumreiche	O
Fluren	Lebensraum
bis	O
zum	O
Fuße	O
der	O
Höhen	Lebensraum
,	O
die	O
von	O
dieser	O
Seite	O
groß	O
und	O
ernst	O
auf	O
das	O
Thal	Lebensraum
herniederschauen	O
.	O
Wo	O
der	O
Fußweg	O
zu	O
steigen	O
anfängt	O
,	O
beginnt	O
bald	O
Haideland	Lebensraum
mit	O
dem	O
kurzen	O
Gras	Pflanze
und	O
den	O
kräftigen	O
Bergkräutern	Pflanze
dem	O
Kommenden	O
entgegenzuduften	O
,	O
denn	O
der	O
Fußweg	O
geht	O
steil	O
und	O
direkt	O
zu	O
den	O
Alpen	Lebensraum
hinauf	O
.	O
Auf	O
diesem	O
schmalen	O
Bergpfade	O
stieg	O
am	O
hellen	O
,	O
sonnigen	O
Junimorgen	O
ein	O
großes	O
,	O
kräftig	O
aussehendes	O
Mädchen	O
dieses	O
Berglandes	Lebensraum
hinan	O
,	O
ein	O
Kind	O
an	O
der	O
Hand	O
führend	O
,	O
dessen	O
Wangen	O
so	O
glühend	O
waren	O
,	O
daß	O
sie	O
selbst	O
die	O
sonnverbrannte	O
,	O
völlig	O
braune	O
Haut	O
des	O
Kindes	O
flammendroth	O
durchleuchteten	O
.	O
Es	O
war	O
auch	O
kein	O
Wunder	O
,	O
das	O
Kind	O
war	O
trotz	O
der	O
heißen	O
Junisonne	O
so	O
verpackt	O
,	O
als	O
hätte	O
es	O
sich	O
eines	O
bitteren	O
Frostes	O
zu	O
erwehren	O
.	O
Das	O
kleine	O
Mädchen	O
mochte	O
kaum	O
fünf	O
Jahre	O
zählen	O
";"	O
was	O
aber	O
seine	O
natürliche	O
Gestalt	O
war	O
,	O
konnte	O
man	O
nicht	O
ersehen	O
,	O
denn	O
es	O
hatte	O
sichtlich	O
zwei	O
,	O
wenn	O
nicht	O
drei	O
Kleider	O
übereinander	O
angezogen	O
und	O
drüberhin	O
ein	O
großes	O
,	O
rothes	O
Baumwollentuch	O
um	O
und	O
um	O
gebunden	O
,	O
so	O
daß	O
die	O
kleine	O
Person	O
eine	O
völlig	O
formlose	O
Figur	O
darstellte	O
,	O
die	O
,	O
in	O
zwei	O
schwere	O
,	O
mit	O
Nägeln	O
beschlagene	O
Bergschuhe	O
gesteckt	O
,	O
sich	O
heiß	O
und	O
mühsam	O
den	O
Berg	Lebensraum
hinaufarbeitete	O
.	O
Eine	O
Stunde	O
vom	O
Thal	Lebensraum
aufwärts	O
mochten	O
die	O
Beiden	O
gestiegen	O
sein	O
,	O
als	O
sie	O
zu	O
dem	O
Weiler	O
kamen	O
,	O
der	O
auf	O
halber	O
Höhe	O
der	O
Alm	Lebensraum
liegt	O
und	O
„	O
im	O
Dörfli	O
“	O
heißt	O
.	O
Hier	O
wurden	O
die	O
Wandernden	O
fast	O
von	O
jedem	O
Hause	O
aus	O
angerufen	O
,	O
einmal	O
vom	O
Fenster	O
,	O
einmal	O
von	O
einer	O
Hausthüre	O
und	O
einmal	O
vom	O
Wege	O
her	O
,	O
denn	O
das	O
Mädchen	O
war	O
in	O
seinem	O
Heimatsort	O
angelangt	O
.	O
Es	O
machte	O
aber	O
nirgends	O
Halt	O
,	O
sondern	O
erwiderte	O
alle	O
zugerufenen	O
Grüße	O
und	O
Fragen	O
im	O
Vorbeigehen	O
,	O
ohne	O
still	O
zu	O
stehen	O
,	O
bis	O
es	O
am	O
Ende	O
des	O
Weilers	O
bei	O
dem	O
letzten	O
der	O
zerstreuten	O
Häuschen	O
angelangt	O
war	O
.	O
Hier	O
rief	O
es	O
aus	O
einer	O
Thür	O
:	O
„	O
Wart	O
	O
einen	O
Augenblick	O
,	O
Dete	O
,	O
ich	O
komme	O
mit	O
,	O
wenn	O
du	O
weiter	O
hinaufgehst	O
.	O
“	O
Die	O
Angeredete	O
stand	O
still	O
,	O
sofort	O
machte	O
sich	O
das	O
Kind	O
von	O
ihrer	O
Hand	O
los	O
und	O
setzte	O
sich	O
auf	O
den	O
Boden	O
.	O
„	O
Bist	O
du	O
müde	O
,	O
Heidi	O
?	O
“	O
fragte	O
die	O
Begleiterin	O
.	O
„	O
Nein	O
,	O
es	O
ist	O
mir	O
heiß	O
“	O
,	O
entgegnete	O
das	O
Kind	O
.	O
„	O
Wir	O
sind	O
jetzt	O
gleich	O
oben	O
,	O
du	O
mußt	O
dich	O
nur	O
noch	O
ein	O
wenig	O
anstrengen	O
und	O
große	O
Schritte	O
nehmen	O
,	O
dann	O
sind	O
wir	O
in	O
einer	O
Stunde	O
oben	O
“	O
,	O
ermunterte	O
die	O
Gefährtin	O
.	O
Jetzt	O
trat	O
eine	O
breite	O
,	O
gutmüthig	O
aussehende	O
Frau	O
aus	O
der	O
Thür	O
und	O
gesellte	O
sich	O
zu	O
den	O
Beiden	O
.	O
Das	O
Kind	O
war	O
aufgestanden	O
und	O
wanderte	O
nun	O
hinter	O
den	O
zwei	O
alten	O
Bekannten	O
her	O
,	O
die	O
sofort	O
in	O
ein	O
lebhaftes	O
Gespräch	O
geriethen	O
über	O
allerlei	O
Bewohner	O
des	O
„	O
Dörfli	O
“	O
und	O
vieler	O
umherliegenden	O
Behausungen	O
.	O
„	O
Aber	O
wohin	O
willst	O
du	O
eigentlich	O
mit	O
dem	O
Kind	O
,	O
Dete	O
?	O
“	O
fragte	O
jetzt	O
die	O
neu	O
Hinzugekommene	O
.	O
„	O
Es	O
wird	O
wohl	O
deiner	O
Schwester	O
Kind	O
sein	O
,	O
das	O
hinterlassene	O
.	O
“	O
„	O
Das	O
ist	O
es	O
“	O
,	O
erwiderte	O
Dete	O
,	O
„	O
ich	O
will	O
mit	O
ihm	O
hinauf	O
zum	O
Oehi	O
,	O
es	O
muß	O
dort	O
bleiben	O
.	O
“	O
„	O
Was	O
,	O
beim	O
Alm	Lebensraum
-	O
Oehi	O
soll	O
das	O
Kind	O
bleiben	O
?	O
Du	O
bist	O
,	O
denk	O
	O
ich	O
,	O
nicht	O
recht	O
bei	O
Verstand	O
,	O
Dete	O
!	O
Wie	O
kannst	O
du	O
so	O
Etwas	O
thun	O
!	O
Der	O
Alte	O
wird	O
dich	O
aber	O
schon	O
heimschicken	O
mit	O
deinem	O
Vorhaben	O
!	O
“	O
„	O
Das	O
kann	O
er	O
nicht	O
,	O
er	O
ist	O
der	O
Großvater	O
,	O
er	O
muß	O
Etwas	O
thun	O
,	O
ich	O
habe	O
das	O
Kind	O
bis	O
jetzt	O
gehabt	O
und	O
das	O
kann	O
ich	O
dir	O
schon	O
sagen	O
,	O
Barbel	O
,	O
daß	O
ich	O
einen	O
Platz	O
,	O
wie	O
ich	O
ihn	O
jetzt	O
haben	O
kann	O
,	O
nicht	O
dahinten	O
lasse	O
um	O
des	O
Kindes	O
willen	O
";"	O
jetzt	O
soll	O
der	O
Großvater	O
das	O
Seinige	O
thun	O
.	O
“	O
„	O
Ja	O
,	O
wenn	O
der	O
wäre	O
wie	O
andere	O
Leute	O
,	O
dann	O
schon	O
“	O
,	O
bestätigte	O
die	O
kleine	O
Barbel	O
eifrig	O
";"	O
„	O
aber	O
du	O
kennst	O
ja	O
den	O
,	O
was	O
wird	O
der	O
mit	O
einem	O
Kinde	O
anfangen	O
und	O
dann	O
noch	O
einem	O
so	O
kleinen	O
!	O
Das	O
hält	O
s	O
nicht	O
aus	O
bei	O
ihm	O
!	O
Aber	O
wo	O
willst	O
du	O
denn	O
hin	O
?	O
“	O
„	O
Nach	O
Frankfurt	O
“	O
,	O
erklärte	O
Dete	O
,	O
„	O
da	O
bekomm	O
	O
ich	O
einen	O
extra	O
guten	O
Dienst	O
.	O
Die	O
Herrschaft	O
war	O
schon	O
im	O
vorigen	O
Sommer	O
unten	O
im	O
Bad	O
,	O
ich	O
habe	O
ihre	O
Zimmer	O
auf	O
meinem	O
Gang	O
gehabt	O
und	O
sie	O
besorgt	O
,	O
und	O
schon	O
damals	O
wollten	O
sie	O
mich	O
mitnehmen	O
,	O
aber	O
ich	O
konnte	O
nicht	O
fortkommen	O
,	O
und	O
jetzt	O
sind	O
sie	O
wieder	O
da	O
und	O
wollen	O
mich	O
mitnehmen	O
und	O
ich	O
will	O
auch	O
gehn	O
,	O
da	O
kannst	O
du	O
sicher	O
sein	O
.	O
“	O
„	O
Ich	O
möchte	O
nicht	O
das	O
Kind	O
sein	O
“	O
,	O
rief	O
die	O
Barbel	O
mit	O
abwehrender	O
Geberde	O
aus	O
.	O
„	O
Es	O
weiß	O
ja	O
kein	O
Mensch	O
,	O
was	O
mit	O
dem	O
Alten	O
da	O
oben	O
ist	O
!	O
Mit	O
keinem	O
Menschen	O
will	O
er	O
Etwas	O
zu	O
thun	O
haben	O
,	O
Jahr	O
aus	O
Jahr	O
ein	O
setzt	O
er	O
keinen	O
Fuß	O
in	O
eine	O
Kirche	O
,	O
und	O
wenn	O
er	O
mit	O
seinem	O
dicken	O
Stock	O
im	O
Jahr	O
einmal	O
herunterkommt	O
,	O
so	O
weicht	O
ihm	O
Alles	O
aus	O
und	O
muß	O
sich	O
vor	O
ihm	O
fürchten	O
.	O
Mit	O
seinen	O
dicken	O
grauen	O
Augenbrauen	O
und	O
dem	O
furchtbaren	O
Bart	O
sieht	O
er	O
auch	O
aus	O
wie	O
ein	O
alter	O
Heide	O
und	O
Indianer	O
,	O
daß	O
man	O
froh	O
ist	O
,	O
wenn	O
man	O
ihm	O
nicht	O
allein	O
begegnet	O
.	O
“	O
„	O
Und	O
wenn	O
auch	O
“	O
,	O
sagte	O
Dete	O
trotzig	O
,	O
„	O
er	O
ist	O
der	O
Großvater	O
und	O
muß	O
für	O
das	O
Kind	O
sorgen	O
,	O
er	O
wird	O
ihm	O
wohl	O
Nichts	O
thun	O
,	O
sonst	O
hat	O
er	O
s	O
zu	O
verantworten	O
,	O
nicht	O
ich	O
.	O
“	O
„	O
Ich	O
möchte	O
nur	O
wissen	O
“	O
,	O
sagte	O
die	O
Barbel	O
forschend	O
,	O
„	O
was	O
der	O
Alte	O
auf	O
dem	O
Gewissen	O
hat	O
,	O
daß	O
er	O
solche	O
Augen	O
macht	O
und	O
so	O
mutterseelenallein	O
da	O
droben	O
auf	O
der	O
Alm	Lebensraum
bleibt	O
und	O
sich	O
fast	O
nie	O
blicken	O
läßt	O
.	O
Man	O
sagt	O
allerhand	O
von	O
ihm	O
,	O
du	O
weißt	O
doch	O
gewiß	O
auch	O
Etwas	O
davon	O
,	O
von	O
deiner	O
Schwester	O
,	O
nicht	O
,	O
Dete	O
?	O
“	O
„	O
Freilich	O
,	O
aber	O
ich	O
rede	O
nicht	O
";"	O
wenn	O
er	O
s	O
hörte	O
,	O
so	O
käme	O
ich	O
schön	O
an	O
!	O
“	O
Aber	O
die	O
Barbel	O
hätte	O
schon	O
lange	O
gern	O
gewußt	O
,	O
wie	O
es	O
sich	O
mit	O
dem	O
Alm	Lebensraum
-	O
Oehi	O
verhalte	O
,	O
daß	O
er	O
so	O
menschenfeindlich	O
aussehe	O
und	O
da	O
oben	O
ganz	O
allein	O
wohne	O
und	O
die	O
Leute	O
immer	O
so	O
mit	O
halben	O
Worten	O
von	O
ihm	O
redeten	O
,	O
als	O
fürchteten	O
sie	O
sich	O
,	O
gegen	O
ihn	O
zu	O
sein	O
,	O
und	O
wollten	O
doch	O
nicht	O
für	O
ihn	O
sein	O
.	O
Auch	O
wußte	O
die	O
Barbel	O
gar	O
nicht	O
,	O
warum	O
der	O
Alte	O
von	O
allen	O
Leuten	O
im	O
Dörfli	O
der	O
Alm	Lebensraum
-	O
Oehi	O
genannt	O
wurde	O
,	O
er	O
konnte	O
doch	O
nicht	O
der	O
wirkliche	O
Oheim	O
von	O
den	O
sämmtlichen	O
Bewohnern	O
sein	O
";"	O
da	O
aber	O
alle	O
ihn	O
so	O
nannten	O
,	O
that	O
sie	O
es	O
auch	O
und	O
nannte	O
den	O
Alten	O
nie	O
anders	O
als	O
Oehi	O
,	O
was	O
die	O
Aussprache	O
der	O
Gegend	O
für	O
Oheim	O
ist	O
.	O
Die	O
Barbel	O
hatte	O
sich	O
erst	O
vor	O
kurzer	O
Zeit	O
nach	O
dem	O
Dörfli	O
hinauf	O
verheirathet	O
,	O
vorher	O
hatte	O
sie	O
unten	O
im	O
Prättigau	O
gewohnt	O
,	O
und	O
so	O
war	O
sie	O
noch	O
nicht	O
so	O
ganz	O
bekannt	O
mit	O
allen	O
Erlebnissen	O
und	O
besondern	O
Persönlichkeiten	O
aller	O
Zeiten	O
vom	O
Dörfli	O
und	O
der	O
Umgegend	O
.	O
Die	O
Dete	O
,	O
ihre	O
gute	O
Bekannte	O
,	O
war	O
dagegen	O
vom	O
Dörfli	O
gebürtig	O
und	O
hatte	O
da	O
gelebt	O
mit	O
ihrer	O
Mutter	O
bis	O
vor	O
einem	O
Jahr	O
";"	O
da	O
war	O
diese	O
gestorben	O
und	O
die	O
Dete	O
war	O
nach	O
dem	O
Bade	O
Ragatz	O
hinübergezogen	O
,	O
wo	O
sie	O
im	O
großen	O
Hôtel	O
als	O
Zimmermädchen	O
einen	O
guten	O
Verdienst	O
fand	O
.	O
Sie	O
war	O
auch	O
an	O
diesem	O
Morgen	O
mit	O
dem	O
Kinde	O
von	O
Ragatz	O
hergekommen	O
";"	O
bis	O
Mayenfeld	O
hatte	O
sie	O
auf	O
einem	O
Heuwagen	O
fahren	O
können	O
,	O
auf	O
dem	O
ein	O
Bekannter	O
von	O
ihr	O
heimfuhr	O
und	O
sie	O
und	O
das	O
Kind	O
mitnahm	O
.	O
Die	O
Barbel	O
wollte	O
aber	O
dies	O
Mal	O
die	O
gute	O
Gelegenheit	O
,	O
Etwas	O
zu	O
vernehmen	O
,	O
nicht	O
unbenutzt	O
vorbeigehen	O
lassen	O
";"	O
sie	O
faßte	O
vertraulich	O
die	O
Dete	O
am	O
Arm	O
und	O
sagte	O
:	O
„	O
Von	O
dir	O
kann	O
man	O
doch	O
vernehmen	O
,	O
was	O
WAHR	O
ist	O
und	O
was	O
die	O
Leute	O
darüber	O
hinaus	O
sagen	O
";"	O
du	O
weißt	O
,	O
denk	O
	O
ich	O
,	O
die	O
ganze	O
Geschichte	O
.	O
Sag	O
	O
mir	O
jetzt	O
ein	O
wenig	O
,	O
was	O
mit	O
dem	O
Alten	O
ist	O
und	O
ob	O
der	O
immer	O
so	O
gefürchtet	O
und	O
ein	O
solcher	O
Menschenhasser	O
war	O
.	O
“	O
„	O
Ob	O
er	O
immer	O
so	O
war	O
,	O
kann	O
ich	O
,	O
denk	O
	O
ich	O
,	O
nicht	O
präzis	O
wissen	O
,	O
ich	O
bin	O
jetzt	O
sechsundzwanzig	O
und	O
er	O
sicher	O
siebenzig	O
Jahr	O
alt	O
,	O
so	O
hab	O
	O
ich	O
ihn	O
nicht	O
gesehen	O
,	O
wie	O
er	O
jung	O
war	O
,	O
das	O
wirst	O
du	O
nicht	O
erwarten	O
.	O
Wenn	O
ich	O
aber	O
wüßte	O
,	O
daß	O
es	O
nachher	O
nicht	O
im	O
ganzen	O
Prättigau	O
herumkäme	O
,	O
so	O
könnte	O
ich	O
dir	O
schon	O
allerhand	O
erzählen	O
von	O
ihm	O
,	O
meine	O
Mutter	O
war	O
aus	O
dem	O
Domleschg	O
und	O
er	O
auch	O
.	O
“	O
„	O
A	O
bah	O
,	O
Dete	O
,	O
was	O
meinst	O
denn	O
?	O
“	O
gab	O
die	O
Barbel	O
ein	O
wenig	O
beleidigt	O
zurück	O
,	O
„	O
es	O
geht	O
nicht	O
so	O
streng	O
mit	O
dem	O
Schwatzen	O
im	O
Prättigau	O
,	O
und	O
dann	O
kann	O
ich	O
schon	O
etwas	O
für	O
mich	O
behalten	O
,	O
wenn	O
es	O
sein	O
muß	O
.	O
Erzähl	O
	O
mir	O
s	O
jetzt	O
,	O
es	O
muß	O
dich	O
nicht	O
