Ich	O
war	O
eben	O
im	O
Begrif	O
,	O
unserer	O
Philosophie	O
eine	O
Lobrede	O
zu	O
halten	O
,	O
als	O
mir	O
einfiel	O
,	O
daß	O
im	O
Grunde	O
wenig	O
dazu	O
gehört	O
,	O
sich	O
in	O
ein	O
Schicksal	O
zu	O
finden	O
,	O
welches	O
Deinem	O
Reisenden	O
noch	O
Feder	O
,	O
Tinte	O
und	O
Papier	O
gestattet	O
.	O
Behaglicher	O
wäre	O
es	O
allerdings	O
gewesen	O
,	O
Dir	O
alles	O
,	O
was	O
ich	O
jetzt	O
auf	O
dem	O
Herzen	O
habe	O
,	O
aus	O
Koblenz	O
und	O
in	O
der	O
angenehmen	O
Erwartung	O
einer	O
süßen	O
Nachtruhe	O
zu	O
sagen	O
;'	O
dafür	O
aber	O
sind	O
Abentheuer	O
so	O
interessant	O
!	O
Ein	O
gewöhnlicher	O
Reisender	O
hätte	O
das	O
Ziel	O
seiner	O
Tagefahrt	O
erreicht	O
:	O
wir	O
sind	O
drei	O
Stunden	O
Weges	O
diesseits	O
desselben	O
geblieben	O
.	O
Es	O
war	O
einmal	O
Verhängniß	O
,	O
daß	O
es	O
uns	O
heute	O
anders	O
gehen	O
sollte	O
,	O
als	O
wir	O
erwartet	O
hatten	O
.	O
Statt	O
des	O
herrlichen	O
gestrigen	O
Sonnenscheins	O
,	O
mit	O
dessen	O
Fortdauer	O
wir	O
uns	O
schmeichelten	O
,	O
behielten	O
wir	O
einen	O
grauen	O
Tag	O
,	O
dessen	O
minder	O
glänzende	O
Eigenschaften	O
aber	O
,	O
genau	O
wie	O
man	O
in	O
Romanen	O
und	O
Erziehungsschriften	O
lehrt	O
,	O
das	O
Nützliche	O
ersetzte	O
.	O
Denn	O
weil	O
der	O
Zauber	O
einer	O
schönen	O
Beleuchtung	O
wegfiel	O
und	O
der	O
bekannten	O
Gegend	Lebensraum
keine	O
Neuheit	O
verleihen	O
konnte	O
,	O
so	O
blieb	O
uns	O
manche	O
Stunde	O
zur	O
Beschäftigung	O
übrig	O
.	O
Auf	O
der	O
Fahrt	O
durch	O
das	O
Rheingau	O
hab	O
	O
ich	O
,	O
verzeih	O
es	O
mir	O
der	O
Nationalstolz	O
meiner	O
Landsleute	O
!	O
eine	O
Reise	O
nach	O
Borneo	O
gelesen	O
und	O
meine	O
Phantasie	O
an	O
jenen	O
glühenden	O
Farben	O
und	O
jenem	O
gewaltigen	O
Pflanzenwuchs	Pflanze
des	O
heißen	O
Erdstrichs	Lebensraum
,	O
wovon	O
die	O
winterliche	O
Gegend	Lebensraum
hier	O
nichts	O
hatte	O
,	O
gewärmt	O
und	O
gelabt	O
.	O
Der	O
Weinbau	O
giebt	O
wegen	O
der	O
krüppelhaften	O
Figur	O
der	O
Reben	Pflanze
einer	O
jeden	O
Landschaft	Lebensraum
etwas	O
Kleinliches	O
;'	O
die	O
dürren	O
Stöcke	Pflanze
,	O
die	O
jetzt	O
von	O
Laub	Pflanze
entblößt	O
,	O
und	O
immer	O
steif	O
in	O
Reih	O
	O
und	O
Glied	O
geordnet	O
sind	O
,	O
bilden	O
eine	O
stachlichte	O
Oberfläche	O
,	O
deren	O
nüchterne	O
Regelmäßigkeit	O
dem	O
Auge	O
nicht	O
wohl	O
thut	O
.	O
Hier	O
und	O
dort	O
sahen	O
wir	O
indeß	O
doch	O
ein	O
Mandel	Pflanze
-	O
und	O
ein	O
Pfirsichbäumchen	Pflanze
und	O
manchen	O
Frühkirschenstamm	Pflanze
mit	O
Blüthenschnee	Pflanze
weiß	O
oder	O
röthlich	O
überschüttet	O
;'	O
ja	O
selbst	O
in	O
dem	O
engeren	O
Theile	O
des	O
Rheinlaufs	Lebensraum
,	O
zwischen	O
den	O
Bergklüften	Lebensraum
,	O
hing	O
oft	O
an	O
den	O
kahlen	O
,	O
durch	O
die	O
Rebenstöcke	Pflanze
verunzierten	O
Felswänden	Lebensraum
und	O
Terrassen	Lebensraum
ein	O
solches	O
Kind	O
des	O
Frühlings	O
,	O
das	O
schöne	O
Hofnungen	O
auf	O
die	O
Zukunft	O
in	O
uns	O
weckte	O
.	O
Nicht	O
immer	O
also	O
träumten	O
wir	O
uns	O
in	O
den	O
ewigen	O
Sommer	O
der	O
Palmenländer	Lebensraum
.	O
Wir	O
saßen	O
stundenlang	O
auf	O
dem	O
Verdeck	O
,	O
und	O
blickten	O
in	O
die	O
grüne	O
,	O
jetzt	O
bei	O
dem	O
niedrigen	O
Wasser	O
wirklich	O
erquickend	O
grüne	O
,	O
Welle	O
des	O
Rheins	Lebensraum
;'	O
wir	O
weideten	O
uns	O
an	O
dem	O
reichen	O
mit	O
aneinander	O
hangenden	O
Städten	O
besäeten	O
Rebengestade	Pflanze
,	O
an	O
dem	O
aus	O
der	O
Ferne	O
her	O
einladenden	O
Gebäude	O
der	O
Probstei	O
Johannisberg	O
,	O
an	O
dem	O
Anblick	O
des	O
romantischen	O
Mäusethurms	O
und	O
der	O
am	O
Felsen	O
ihm	O
gegenüber	O
hangenden	O
Warte	O
.	O
Die	O
Berge	Lebensraum
des	O
Niederwalds	Lebensraum
warfen	O
einen	O
tiefen	O
Schatten	O
auf	O
das	O
ebene	O
,	O
spiegelhelle	O
Becken	O
des	O
Flusses	Lebensraum
,	O
und	O
in	O
diesem	O
Schatten	O
ragte	O
,	O
durch	O
einen	O
zufälligen	O
Sonnenblick	O
erleuchtet	O
,	O
Hatto	O
s	O
Thurm	O
weiß	O
hervor	O
,	O
und	O
die	O
Klippen	O
,	O
an	O
denen	O
der	O
Strom	Lebensraum
hinunterrauscht	O
,	O
brachen	O
ihn	O
malerisch	O
schön	O
.	O
Die	O
Noh	Lebensraum
,	O
mit	O
ihrer	O
kühnen	O
Brücke	O
und	O
der	O
Burg	O
an	O
ihrem	O
Ufer	Lebensraum
,	O
glitt	O
sanft	O
an	O
den	O
Mauern	O
von	O
Bingen	O
hinab	O
,	O
und	O
die	O
mächtigeren	O
Fluthen	O
des	O
Rheins	Lebensraum
stürzten	O
ihrer	O
Umarmung	O
entgegen	O
.	O
Wunderbar	O
hat	O
sich	O
der	O
Rhein	Lebensraum
zwischen	O
den	O
engen	O
Thälern	Lebensraum
einen	O
Weg	O
gebahnt	O
.	O
Kaum	O
begreift	O
man	O
auf	O
den	O
ersten	O
Blick	O
,	O
warum	O
er	O
hier	O
(	O
bei	O
Bingen	O
)	O
lieber	O
zwischen	O
die	O
Felswände	O
von	O
Schiefer	O
sich	O
drängte	O
,	O
als	O
sich	O
in	O
die	O
flachere	O
Gegend	Lebensraum
nach	O
Kreuznach	O
hin	O
ergoß	O
.	O
Allein	O
bald	O
wird	O
man	O
bei	O
genauerer	O
Untersuchung	O
inne	O
,	O
daß	O
in	O
dieser	O
Richtung	O
die	O
ganze	O
Fläche	O
allmälig	O
steigt	O
,	O
und	O
wahrer	O
Abhang	O
eines	O
Berges	Lebensraum
ist	O
.	O
Wenn	O
es	O
demnach	O
überhaupt	O
dem	O
Naturforscher	O
ziemt	O
,	O
aus	O
dem	O
vorhandenen	O
Wirklichen	O
auf	O
das	O
vergangene	O
Mögliche	O
zu	O
schließen	O
;'	O
so	O
scheint	O
es	O
denkbar	O
,	O
daß	O
einst	O
die	O
Gewässer	Lebensraum
des	O
Rheins	Lebensraum
vor	O
Bingen	O
,	O
durch	O
die	O
Gebirgswände	O
gestaucht	O
und	O
aufgehalten	O
,	O
erst	O
hoch	O
anschwellen	O
,	O
die	O
ganze	O
flache	O
Gegend	Lebensraum
überschwemmen	O
,	O
bis	O
über	O
das	O
niveau	O
der	O
Felsen	O
des	O
Bingerlochs	O
anwachsen	O
und	O
dann	O
unaufhaltsam	O
in	O
der	O
Richtung	O
,	O
die	O
der	O
Fluß	Lebensraum
noch	O
jetzt	O
nimmt	O
,	O
sich	O
nordwärts	O
darüber	O
hinstürzen	O
mußten	O
.	O
Allmälig	O
wühlte	O
sich	O
das	O
Wasser	O
tiefer	O
in	O
das	O
Felsenbett	O
,	O
und	O
die	O
flachere	O
Gegend	Lebensraum
trat	O
wieder	O
aus	O
demselben	O
hervor	O
.	O
Dies	O
vorausgesetzt	O
,	O
war	O
vielleicht	O
das	O
Rheingau	O
,	O
ein	O
Theil	O
der	O
Pfalz	O
,	O
und	O
der	O
Bezirk	O
um	O
Mainz	O
bis	O
nach	O
Oppenheim	O
und	O
Darmstadt	O
einst	O
ein	O
Landsee	Lebensraum
,	O
bis	O
jener	O
Damm	O
des	O
Binger	O
Felsenthals	Lebensraum
überwältigt	O
ward	O
und	O
der	O
Strom	Lebensraum
einen	O
Abfluß	O
hatte	O
.	O
Der	O
stärkere	O
Wein	Pflanze
,	O
den	O
das	O
Rheingau	O
hervorbringt	O
,	O
wächst	O
nicht	O
mehr	O
jenseits	O
der	O
Enge	O
von	O
Bingen	O
.	O
Die	O
Richtung	O
des	O
Flusses	Lebensraum
von	O
Morgen	O
gegen	O
Abend	O
durch	O
das	O
ganze	O
Rheingau	O
giebt	O
den	O
dortigen	O
Rebenhügeln	Lebensraum
die	O
beste	O
Lage	O
gegen	O
den	O
Stral	O
der	O
mittäglichen	O
Sonne	O
,	O
und	O
die	O
Gestalt	O
des	O
östlichen	O
Gebirges	Lebensraum
,	O
das	O
auf	O
seiner	O
Oberfläche	O
beinahe	O
ganz	O
eben	O
ist	O
,	O
trägt	O
vieles	O
zur	O
vorzüglichen	O
Wärme	O
dieses	O
von	O
der	O
Natur	O
begünstigten	O
Thales	Lebensraum
bei	O
.	O
Der	O
Nord	O
-	O
und	O
der	O
Ostwind	O
stürzen	O
sich	O
,	O
wenn	O
sie	O
über	O
jene	O
erhabene	O
Fläche	O
herstreichen	O
und	O
an	O
den	O
Rand	O
derselben	O
kommen	O
,	O
nicht	O
geradezu	O
hinab	O
,	O
sondern	O
äußern	O
ihre	O
meiste	O
Kraft	O
erst	O
auf	O
der	O
entgegengesetzten	O
Seite	O
des	O
Flusses	Lebensraum
;'	O
das	O
Thal	Lebensraum
unmittelbar	O
unter	O
dem	O
Berge	Lebensraum
berühren	O
sie	O
kaum	O
.	O
Was	O
für	O
Einfluß	O
die	O
mineralischen	O
Bestandtheile	O
des	O
Erdreichs	O
und	O
die	O
Verschiedenheit	O
der	O
Gebirgslager	O
auf	O
die	O
Eigenschaften	O
des	O
Weins	Pflanze
haben	O
können	O
,	O
ist	O
noch	O
nicht	O
entschieden	O
.	O
Je	O
weniger	O
man	O
über	O
diesen	O
Punkt	O
weiß	O
und	O
bestimmt	O
wissen	O
kann	O
,	O
desto	O
weiter	O
treibt	O
die	O
grübelnde	O
Hypothesensucht	O
ihr	O
Spiel	O
damit	O
.	O
Hier	O
darf	O
sie	O
sich	O
keck	O
auf	O
ihre	O
empirische	O
Weisheit	O
berufen	O
;'	O
denn	O
sie	O
kann	O
sich	O
vor	O
Widerlegungen	O
wenigstens	O
so	O
lange	O
sicher	O
stellen	O
,	O
als	O
man	O
nicht	O
Erfahrung	O
gegen	O
Erfahrung	O
aufzuweisen	O
hat	O
.	O
So	O
viel	O
ist	O
indessen	O
immer	O
an	O
der	O
Sache	O
,	O
daß	O
,	O
wo	O
alle	O
übrige	O
Umstände	O
völlig	O
gleich	O
sind	O
,	O
und	O
nun	O
doch	O
eine	O
Verschiedenheit	O
im	O
Erzeugniß	O
bemerklich	O
wird	O
,	O
die	O
Ursache	O
davon	O
in	O
der	O
Beschaffenheit	O
des	O
Bodens	O
gesucht	O
werden	O
darf	O
.	O
Bekanntlich	O
entspringen	O
auf	O
jenem	O
östlichen	O
Gebirge	Lebensraum
mehrere	O
,	O
zum	O
Theil	O
heiße	O
Quellen	O
,	O
von	O
denen	O
einige	O
Schwefel	O
,	O
andere	O
Vitriolsäure	O
und	O
Eisen	O
enthalten	O
.	O
Man	O
hat	O
mich	O
auch	O
versichern	O
wollen	O
,	O
daß	O
ein	O
Kohlenflöz	O
sich	O
unter	O
dem	O
Hügel	O
von	O
Hochheim	O
erstrecke	O
und	O
dem	O
dort	O
wachsenden	O
vortreflichen	O
Weine	Pflanze
der	O
Domdechanei	O
seinen	O
berühmten	O
edlen	O
Geschmack	O
und	O
sein	O
Feuer	O
gebe	O
.	O
Ich	O
erinnere	O
mich	O
hierbei	O
,	O
daß	O
der	O
Schnee	O
am	O
Gehänge	O
dieses	O
Rebenhügels	Lebensraum
gegen	O
Mainz	O
eher	O
,	O
als	O
vor	O
dem	O
entgegengesetzten	O
Thore	O
,	O
schmilzt	O
.	O
Der	O
Unterschied	O
war	O
mir	O
und	O
Andern	O
oft	O
in	O
wenigen	O
hundert	O
Schritten	O
so	O
auffallend	O
,	O
daß	O
sogar	O
die	O
Lufttemperatur	O
,	O
unter	O
völlig	O
gleichen	O
Umständen	O
,	O
dem	O
Gefühle	O
merklich	O
verschieden	O
vorkam	O
.	O
So	O
wie	O
man	O
das	O
abendliche	O
Thor	O
von	O
Hochheim	O
verläßt	O
,	O
um	O
nach	O
Mainz	O
zu	O
gehen	O
,	O
glaubt	O
man	O
in	O
einem	O
milderen	O
Klima	O
zu	O
seyn	O
.	O
Ich	O
würde	O
freilich	O
diesen	O
Unterschied	O
dem	O
Winde	O
zuschreiben	O
,	O
der	O
auf	O
der	O
Ebene	O
von	O
dem	O
Altkönig	O
her	O
frei	O
und	O
ohne	O
Widerstand	O
hinstürmen	O
und	O
die	O
Kälte	O
der	O
oberen	O
Luftregion	O
herunterführen	O
,	O
oder	O
besser	O
,	O
die	O
zum	O
Gefrieren	O
erforderliche	O
schnelle	O
Verdünstung	O
befördern	O
kann	O
.	O
Allein	O
Andere	O
schreiben	O
die	O
wärmere	O
Temperatur	O
des	O
Weinberges	Lebensraum
den	O
darunter	O
liegenden	O
Kohlen	O
zu	O
.	O
WAHR	O
ist	O
es	O
,	O
eine	O
Kohle	O
,	O
wie	O
überhaupt	O
jeder	O
Brennstoff	O
,	O
fühlt	O
sich	O
unter	O
einerlei	O
Umständen	O
viel	O
wärmer	O
an	O
,	O
als	O
ein	O
Stück	O
Kalkstein	O
oder	O
Schiefer	O
;'	O
und	O
dieses	O
Gefühl	O
beweiset	O
,	O
daß	O
wirklich	O
aus	O
der	O
Kohle	O
in	O
den	O
berührenden	O
Körper	O
mehr	O
Wärmetheilchen	O
übergehen	O
:	O
nicht	O
minder	O
gewiß	O
ist	O
es	O
auch	O
,	O
daß	O
die	O
brennbaren	O
Mineralien	O
bei	O
einer	O
gewissen	O
Lufttemperatur	O
unaufhörlich	O
Wärme	O
ausströmen	O
.	O
Wie	O
,	O
wenn	O
der	O
Weinstock	Pflanze
besonders	O
vor	O
andern	O
Gewächsen	Pflanze
organisirt	O
wäre	O
,	O
von	O
dieser	O
Ausdünstung	O
begünstigt	O
zu	O
werden	O
?	O
Das	O
Beste	O
zur	O
Vergeistigung	O
des	O
Traubensaftes	O
thut	O
zwar	O
die	O
Sonne	O
;'	O
ihr	O
Licht	O
,	O
das	O
von	O
den	O
schwammigen	O
Früchten	Pflanze
eingesogen	O
und	O
in	O
ihrer	O
Flüßigkeit	O
fixirt	O
wird	O
,	O
würzt	O
und	O
versüßt	O
die	O
Beere	Pflanze
.	O
Daher	O
bleiben	O
auch	O
unsere	O
Weine	O
gegen	O
die	O
griechischen	O
,	O
italienischen	O
,	O
spanischen	O
,	O
ja	O
sogar	O
gegen	O
die	O
ungarischen	O
und	O
französischen	O
so	O
herbe	O
,	O
daß	O
sie	O
bei	O
den	O
Ausländern	O
und	O
dem	O
Frauenzimmer	O
wenig	O
Beifall	O
finden	O
.	O
–	O
Für	O
die	O
Nacktheit	O
des	O
verengten	O
Rheinufers	Lebensraum
unterhalb	O
Bingen	O
erhält	O
der	O
Landschaftkenner	O
keine	O
Entschädigung	O
.	O
Die	O
Hügel	Lebensraum
zu	O
beiden	O
Seiten	O
haben	O
nicht	O
jene	O
stolze	O
,	O
imposante	O
Höhe	O
,	O
die	O
den	O
Beobachter	O
mit	O
Einem	O
mächtigen	O
Eindruck	O
verstummen	O
heißt	O
;'	O
ihre	O
Einförmigkeit	O
ermüdet	O
endlich	O
,	O
und	O
wenn	O
gleich	O
die	O
Spuren	O
von	O
künstlichem	O
